,,,,,,,,,,
StateAb,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,CalculationType,CalculationValue
SA,Mayo,7,2,36606,CHAPLIN,Padma,AJP,Animal Justice Party,Transfer Count,0
SA,Mayo,7,2,36606,CHAPLIN,Padma,AJP,Animal Justice Party,Transfer Percent,0
SA,Mayo,7,3,36913,VAN RAALTE,Jacob,LDP,Liberal Democrats,Preference Count,0
SA,Mayo,7,3,36913,VAN RAALTE,Jacob,LDP,Liberal Democrats,Preference Percent,0
SA,Mayo,7,3,36913,VAN RAALTE,Jacob,LDP,Liberal Democrats,Transfer Count,0
SA,Mayo,7,3,36913,VAN RAALTE,Jacob,LDP,Liberal Democrats,Transfer Percent,0
SA,Mayo,7,4,37710,SHARKIE,Rebekha,XEN,Centre Alliance,Preference Count,72355
SA,Mayo,7,4,37710,SHARKIE,Rebekha,XEN,Centre Alliance,Preference Percent,62.26
SA,Mayo,7,4,37710,SHARKIE,Rebekha,XEN,Centre Alliance,Transfer Count,23557
SA,Mayo,7,4,37710,SHARKIE,Rebekha,XEN,Centre Alliance,Transfer Percent,78.73
SA,Mayo,7,5,36474,ELLIOTT,Greg,GRN,The Greens,Preference Count,0
SA,Mayo,7,5,36474,ELLIOTT,Greg,GRN,The Greens,Preference Percent,0
SA,Mayo,7,5,36474,ELLIOTT,Greg,GRN,The Greens,Transfer Count,0
SA,Mayo,7,5,36474,ELLIOTT,Greg,GRN,The Greens,Transfer Percent,0
SA,Mayo,7,6,37057,BLUCK,Allison,LP,Liberal,Preference Count,43859
SA,Mayo,7,6,37057,BLUCK,Allison,LP,Liberal,Preference Percent,37.74
SA,Mayo,7,6,37057,BLUCK,Allison,LP,Liberal,Transfer Count,6363
SA,Mayo,7,6,37057,BLUCK,Allison,LP,Liberal,Transfer Percent,21.27
SA,Mayo,7,7,36423,McGRAIL,Samantha,UAPP,United Australia Party,Preference Count,0
SA,Mayo,7,7,36423,McGRAIL,Samantha,UAPP,United Australia Party,Preference Percent,0
SA,Mayo,7,7,36423,McGRAIL,Samantha,UAPP,United Australia Party,Transfer Count,0
SA,Mayo,7,7,36423,McGRAIL,Samantha,UAPP,United Australia Party,Transfer Percent,0
SA,Mayo,7,8,36875,SCOTT,Tonya,ON,Pauline Hanson's One Nation,Preference Count,0
SA,Mayo,7,8,36875,SCOTT,Tonya,ON,Pauline Hanson's One Nation,Preference Percent,0
SA,Mayo,7,8,36875,SCOTT,Tonya,ON,Pauline Hanson's One Nation,Transfer Count,0
SA,Mayo,7,8,36875,SCOTT,Tonya,ON,Pauline Hanson's One Nation,Transfer Percent,0
SA,Mayo,7,9,37708,NEUGEBAUER,Mark,CYA,Australian Federation Party,Preference Count,0
SA,Mayo,7,9,37708,NEUGEBAUER,Mark,CYA,Australian Federation Party,Preference Percent,0
SA,Mayo,7,9,37708,NEUGEBAUER,Mark,CYA,Australian Federation Party,Transfer Count,0
SA,Mayo,7,9,37708,NEUGEBAUER,Mark,CYA,Australian Federation Party,Transfer Percent,0
SA,Spence,0,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Count,7158
SA,Spence,0,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Percent,6.74
SA,Spence,0,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Count,0
SA,Spence,0,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Percent,0
SA,Spence,0,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Count,46596
SA,Spence,0,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Percent,43.86
SA,Spence,0,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Count,0
SA,Spence,0,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Percent,0
SA,Spence,0,3,36479,DEEX,David,GRN,The Greens,Preference Count,12052
SA,Spence,0,3,36479,DEEX,David,GRN,The Greens,Preference Percent,11.35
SA,Spence,0,3,36479,DEEX,David,GRN,The Greens,Transfer Count,0
SA,Spence,0,3,36479,DEEX,David,GRN,The Greens,Transfer Percent,0
SA,Spence,0,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Count,1736
SA,Spence,0,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Percent,1.63
SA,Spence,0,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Count,0
SA,Spence,0,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Percent,0
SA,Spence,0,5,37061,LOCK,Shawn,LP,Liberal,Preference Count,27153
SA,Spence,0,5,37061,LOCK,Shawn,LP,Liberal,Preference Percent,25.56
SA,Spence,0,5,37061,LOCK,Shawn,LP,Liberal,Transfer Count,0
SA,Spence,0,5,37061,LOCK,Shawn,LP,Liberal,Transfer Percent,0
SA,Spence,0,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Count,11532
SA,Spence,0,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Percent,10.86
SA,Spence,0,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Count,0
SA,Spence,0,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Percent,0
SA,Spence,1,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Count,7541
SA,Spence,1,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Percent,7.1
SA,Spence,1,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Count,383
SA,Spence,1,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Percent,22.06
SA,Spence,1,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Count,46829
SA,Spence,1,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Percent,44.08
SA,Spence,1,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Count,233
SA,Spence,1,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Percent,13.42
SA,Spence,1,3,36479,DEEX,David,GRN,The Greens,Preference Count,12372
SA,Spence,1,3,36479,DEEX,David,GRN,The Greens,Preference Percent,11.65
SA,Spence,1,3,36479,DEEX,David,GRN,The Greens,Transfer Count,320
SA,Spence,1,3,36479,DEEX,David,GRN,The Greens,Transfer Percent,18.43
SA,Spence,1,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Count,0
SA,Spence,1,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Percent,0
SA,Spence,1,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Count,-1736
SA,Spence,1,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Percent,-100
SA,Spence,1,5,37061,LOCK,Shawn,LP,Liberal,Preference Count,27346
SA,Spence,1,5,37061,LOCK,Shawn,LP,Liberal,Preference Percent,25.74
SA,Spence,1,5,37061,LOCK,Shawn,LP,Liberal,Transfer Count,193
SA,Spence,1,5,37061,LOCK,Shawn,LP,Liberal,Transfer Percent,11.12
SA,Spence,1,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Count,12139
SA,Spence,1,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Percent,11.43
SA,Spence,1,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Count,607
SA,Spence,1,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Percent,34.97
SA,Spence,2,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Count,0
SA,Spence,2,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Percent,0
SA,Spence,2,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Count,-7541
SA,Spence,2,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Percent,-100
SA,Spence,2,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Count,48886
SA,Spence,2,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Percent,46.02
SA,Spence,2,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Count,2057
SA,Spence,2,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Percent,27.28
SA,Spence,2,3,36479,DEEX,David,GRN,The Greens,Preference Count,13627
SA,Spence,2,3,36479,DEEX,David,GRN,The Greens,Preference Percent,12.83
SA,Spence,2,3,36479,DEEX,David,GRN,The Greens,Transfer Count,1255
SA,Spence,2,3,36479,DEEX,David,GRN,The Greens,Transfer Percent,16.64
SA,Spence,2,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Count,0
SA,Spence,2,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Percent,0
SA,Spence,2,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Count,0
SA,Spence,2,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Percent,0
SA,Spence,2,5,37061,LOCK,Shawn,LP,Liberal,Preference Count,28222
SA,Spence,2,5,37061,LOCK,Shawn,LP,Liberal,Preference Percent,26.57
SA,Spence,2,5,37061,LOCK,Shawn,LP,Liberal,Transfer Count,876
SA,Spence,2,5,37061,LOCK,Shawn,LP,Liberal,Transfer Percent,11.62
SA,Spence,2,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Count,15492
SA,Spence,2,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Percent,14.58
SA,Spence,2,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Count,3353
SA,Spence,2,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Percent,44.46
SA,Spence,3,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Count,0
SA,Spence,3,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Percent,0
SA,Spence,3,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Count,0
SA,Spence,3,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Percent,0
SA,Spence,3,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Count,58102
SA,Spence,3,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Percent,54.7
SA,Spence,3,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Count,9216
SA,Spence,3,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Percent,67.63
SA,Spence,3,3,36479,DEEX,David,GRN,The Greens,Preference Count,0
SA,Spence,3,3,36479,DEEX,David,GRN,The Greens,Preference Percent,0
SA,Spence,3,3,36479,DEEX,David,GRN,The Greens,Transfer Count,-13627
SA,Spence,3,3,36479,DEEX,David,GRN,The Greens,Transfer Percent,-100
SA,Spence,3,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Count,0
SA,Spence,3,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Percent,0
SA,Spence,3,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Count,0
SA,Spence,3,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Percent,0
SA,Spence,3,5,37061,LOCK,Shawn,LP,Liberal,Preference Count,30165
SA,Spence,3,5,37061,LOCK,Shawn,LP,Liberal,Preference Percent,28.4
SA,Spence,3,5,37061,LOCK,Shawn,LP,Liberal,Transfer Count,1943
SA,Spence,3,5,37061,LOCK,Shawn,LP,Liberal,Transfer Percent,14.26
SA,Spence,3,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Count,17960
SA,Spence,3,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Percent,16.91
SA,Spence,3,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Count,2468
SA,Spence,3,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Percent,18.11
SA,Spence,4,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Count,0
SA,Spence,4,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Preference Percent,0
SA,Spence,4,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Count,0
SA,Spence,4,1,36429,WARREN,Alvin Eric,UAPP,United Australia Party,Transfer Percent,0
SA,Spence,4,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Count,66818
SA,Spence,4,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Preference Percent,62.9
SA,Spence,4,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Count,8716
SA,Spence,4,2,36990,BURNELL,Matt,ALP,Australian Labor Party,Transfer Percent,48.53
SA,Spence,4,3,36479,DEEX,David,GRN,The Greens,Preference Count,0
SA,Spence,4,3,36479,DEEX,David,GRN,The Greens,Preference Percent,0
SA,Spence,4,3,36479,DEEX,David,GRN,The Greens,Transfer Count,0
SA,Spence,4,3,36479,DEEX,David,GRN,The Greens,Transfer Percent,0
SA,Spence,4,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Count,0
SA,Spence,4,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Preference Percent,0
SA,Spence,4,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Count,0
SA,Spence,4,4,37717,BAWDEN,Matilda,CYA,Australian Federation Party,Transfer Percent,0
SA,Spence,4,5,37061,LOCK,Shawn,LP,Liberal,Preference Count,39409
SA,Spence,4,5,37061,LOCK,Shawn,LP,Liberal,Preference Percent,37.1
SA,Spence,4,5,37061,LOCK,Shawn,LP,Liberal,Transfer Count,9244
SA,Spence,4,5,37061,LOCK,Shawn,LP,Liberal,Transfer Percent,51.47
SA,Spence,4,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Count,0
SA,Spence,4,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Preference Percent,0
SA,Spence,4,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Count,-17960
SA,Spence,4,6,36883,CHAMPION,Linda,ON,Pauline Hanson's One Nation,Transfer Percent,-100
SA,Sturt,0,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Count,18454
SA,Sturt,0,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Percent,16.39
SA,Sturt,0,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Count,0
SA,Sturt,0,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Percent,0
SA,Sturt,0,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Count,34528
SA,Sturt,0,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Percent,30.66
SA,Sturt,0,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Count,0
SA,Sturt,0,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Percent,0
SA,Sturt,0,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Count,251
SA,Sturt,0,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Percent,0.22
SA,Sturt,0,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Count,0
SA,Sturt,0,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Percent,0
SA,Sturt,0,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Count,2893
SA,Sturt,0,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Percent,2.57
SA,Sturt,0,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Count,0
SA,Sturt,0,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Percent,0
SA,Sturt,0,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Count,457
SA,Sturt,0,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Percent,0.41
SA,Sturt,0,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Count,0
SA,Sturt,0,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Percent,0
SA,Sturt,0,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Count,3008
SA,Sturt,0,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Percent,2.67
SA,Sturt,0,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Count,0
SA,Sturt,0,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Percent,0
SA,Sturt,0,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Count,755
SA,Sturt,0,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Percent,0.67
SA,Sturt,0,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Count,0
SA,Sturt,0,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Percent,0
SA,Sturt,0,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Count,1531
SA,Sturt,0,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Percent,1.36
SA,Sturt,0,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Count,0
SA,Sturt,0,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Percent,0
SA,Sturt,0,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Count,1147
SA,Sturt,0,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Percent,1.02
SA,Sturt,0,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Count,0
SA,Sturt,0,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Percent,0
SA,Sturt,0,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Count,1007
SA,Sturt,0,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Percent,0.89
SA,Sturt,0,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Count,0
SA,Sturt,0,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Percent,0
SA,Sturt,0,11,37067,STEVENS,James,LP,Liberal,Preference Count,48579
SA,Sturt,0,11,37067,STEVENS,James,LP,Liberal,Preference Percent,43.14
SA,Sturt,0,11,37067,STEVENS,James,LP,Liberal,Transfer Count,0
SA,Sturt,0,11,37067,STEVENS,James,LP,Liberal,Transfer Percent,0
SA,Sturt,1,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Count,18514
SA,Sturt,1,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Percent,16.44
SA,Sturt,1,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Count,60
SA,Sturt,1,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Percent,23.9
SA,Sturt,1,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Count,34576
SA,Sturt,1,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Percent,30.7
SA,Sturt,1,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Count,48
SA,Sturt,1,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Percent,19.12
SA,Sturt,1,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Count,0
SA,Sturt,1,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Percent,0
SA,Sturt,1,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Count,-251
SA,Sturt,1,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Percent,-100
SA,Sturt,1,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Count,2917
SA,Sturt,1,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Percent,2.59
SA,Sturt,1,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Count,24
SA,Sturt,1,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Percent,9.56
SA,Sturt,1,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Count,503
SA,Sturt,1,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Percent,0.45
SA,Sturt,1,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Count,46
SA,Sturt,1,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Percent,18.33
SA,Sturt,1,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Count,3018
SA,Sturt,1,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Percent,2.68
SA,Sturt,1,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Count,10
SA,Sturt,1,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Percent,3.98
SA,Sturt,1,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Count,764
SA,Sturt,1,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Percent,0.68
SA,Sturt,1,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Count,9
SA,Sturt,1,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Percent,3.59
SA,Sturt,1,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Count,1550
SA,Sturt,1,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Percent,1.38
SA,Sturt,1,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Count,19
SA,Sturt,1,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Percent,7.57
SA,Sturt,1,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Count,1154
SA,Sturt,1,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Percent,1.02
SA,Sturt,1,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Count,7
SA,Sturt,1,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Percent,2.79
SA,Sturt,1,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Count,1022
SA,Sturt,1,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Percent,0.91
SA,Sturt,1,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Count,15
SA,Sturt,1,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Percent,5.98
SA,Sturt,1,11,37067,STEVENS,James,LP,Liberal,Preference Count,48592
SA,Sturt,1,11,37067,STEVENS,James,LP,Liberal,Preference Percent,43.15
SA,Sturt,1,11,37067,STEVENS,James,LP,Liberal,Transfer Count,13
SA,Sturt,1,11,37067,STEVENS,James,LP,Liberal,Transfer Percent,5.18
SA,Sturt,2,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Count,18669
SA,Sturt,2,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Percent,16.58
SA,Sturt,2,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Count,155
SA,Sturt,2,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Percent,30.82
SA,Sturt,2,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Count,34641
SA,Sturt,2,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Percent,30.76
SA,Sturt,2,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Count,65
SA,Sturt,2,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Percent,12.92
SA,Sturt,2,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Count,0
SA,Sturt,2,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Percent,0
SA,Sturt,2,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Count,0
SA,Sturt,2,3,37703,SCHMIDT,Chris,TNL,TNL,Transfer Percent,0
SA,Sturt,2,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Count,2958
SA,Sturt,2,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Preference Percent,2.63
SA,Sturt,2,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Count,41
SA,Sturt,2,4,36887,ALLWOOD,Alexander,ON,Pauline Hanson's One Nation,Transfer Percent,8.15
SA,Sturt,2,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Count,0
SA,Sturt,2,5,37702,FULCO,Angela,AUP,Australian Progressives,Preference Percent,0
SA,Sturt,2,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Count,-503
SA,Sturt,2,5,37702,FULCO,Angela,AUP,Australian Progressives,Transfer Percent,-100
SA,Sturt,2,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Count,3074
SA,Sturt,2,6,36432,GRANT,Stephen,UAPP,United Australia Party,Preference Percent,2.73
SA,Sturt,2,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Count,56
SA,Sturt,2,6,36432,GRANT,Stephen,UAPP,United Australia Party,Transfer Percent,11.13
SA,Sturt,2,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Count,799
SA,Sturt,2,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Preference Percent,0.71
SA,Sturt,2,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Count,35
SA,Sturt,2,7,37716,SCARBOROUGH,Kathy,CYA,Australian Federation Party,Transfer Percent,6.96
SA,Sturt,2,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Count,1617
SA,Sturt,2,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Preference Percent,1.44
SA,Sturt,2,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Count,67
SA,Sturt,2,8,36595,SHERLOCK,David,AJP,Animal Justice Party,Transfer Percent,13.32
SA,Sturt,2,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Count,1167
SA,Sturt,2,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Preference Percent,1.04
SA,Sturt,2,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Count,13
SA,Sturt,2,9,36920,McMAHON,Thomas,LDP,Liberal Democrats,Transfer Percent,2.58
SA,Sturt,2,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Count,1059
SA,Sturt,2,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Preference Percent,0.94
SA,Sturt,2,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Count,37
SA,Sturt,2,10,37783,ELHAM,Inty,DPDA,Drew Pavlou Democratic Alliance,Transfer Percent,7.36
SA,Sturt,2,11,37067,STEVENS,James,LP,Liberal,Preference Count,48626
SA,Sturt,2,11,37067,STEVENS,James,LP,Liberal,Preference Percent,43.18
SA,Sturt,2,11,37067,STEVENS,James,LP,Liberal,Transfer Count,34
SA,Sturt,2,11,37067,STEVENS,James,LP,Liberal,Transfer Percent,6.76
SA,Sturt,3,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Count,18707
SA,Sturt,3,1,36481,McCUSKER,Katie,GRN,The Greens,Preference Percent,16.61
SA,Sturt,3,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Count,38
SA,Sturt,3,1,36481,McCUSKER,Katie,GRN,The Greens,Transfer Percent,4.76
SA,Sturt,3,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Count,34680
SA,Sturt,3,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Preference Percent,30.8
SA,Sturt,3,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Count,39
SA,Sturt,3,2,36996,BARAM,Sonja,ALP,Australian Labor Party,Transfer Percent,4.88
SA,Sturt,3,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Count,0
SA,Sturt,3,3,37703,SCHMIDT,Chris,TNL,TNL,Preference Percent,0
